player_name,team,league,position,jersey_number,goals,assists,yellow_cards,red_cards,shots,shots_on_goal,saves,clean_sheets,goals_against,photo_url,height,weight,birthdate,nationality
Toni Kroos,Real Madrid,LALIGA,Midfielder,8,1,4,2,0,16,6,2,2,7,https://assets.laliga.com/squad/2023/t186/p44989/512x512/p44989_t186_2023_1_002_000.jpg,"6' 0""",168 lbs,1990-01-04T08:00Z,Germany
Jaume Costa,Mallorca,LALIGA,Defender,11,0,0,3,0,1,0,1,1,12,https://assets.laliga.com/squad/2023/t181/p58792/512x512/p58792_t181_2023_1_002_000.jpg,"5' 7""",137 lbs,1988-03-18T08:00Z,Spain
Damián Suárez,Getafe,LALIGA,Defender,22,0,1,4,0,2,0,1,4,14,https://assets.laliga.com/squad/2023/t1450/p99005/512x512/p99005_t1450_2023_1_002_000.png,"5' 8""",132 lbs,1988-04-27T07:00Z,Uruguay
Pablo Ibáñez,Osasuna,LALIGA,Midfielder,19,0,0,2,0,11,2,1,0,7,https://assets.laliga.com/squad/2023/t450/p522856/512x512/p522856_t450_2023_1_002_000.jpg,"5' 10""",176 lbs,1998-09-20T07:00Z,Spain
Raúl Fernández,Granada,LALIGA,Goalkeeper,1,0,0,0,0,0,0,8,0,10,https://assets.laliga.com/squad/2023/t5683/p49214/512x512/p49214_t5683_2023_1_002_000.jpg,"6' 5""",203 lbs,1988-03-13T08:00Z,Spain
Cristhian Stuani,Girona,LALIGA,Forward,7,3,1,4,0,16,6,0,0,6,https://assets.laliga.com/squad/2023/t2893/p49464/512x512/p49464_t2893_2023_1_002_000.jpg,"6' 1""",168 lbs,1986-10-12T07:00Z,Uruguay
David Alaba,Real Madrid,LALIGA,Defender,4,0,1,2,0,13,2,5,4,8,https://assets.laliga.com/squad/2023/t186/p50188/512x512/p50188_t186_2023_1_002_000.jpg,"5' 11""",172 lbs,1992-06-24T07:00Z,Austria
Gonzalo Melero,Almería,LALIGA,Midfielder,11,0,1,2,0,7,2,1,0,21,https://assets.laliga.com/squad/2023/t1564/p195457/512x512/p195457_t1564_2023_1_002_000.jpg,"6' 0""",170 lbs,1994-01-02T08:00Z,Spain
Dani Parejo,Villarreal,LALIGA,Midfielder,10,1,1,2,0,2,1,2,2,21,https://assets.laliga.com/squad/2023/t449/p51952/512x512/p51952_t449_2023_1_002_000.jpg,"6' 0""",161 lbs,1989-04-16T07:00Z,Spain
Rodri Sánchez,Real Betis,LALIGA,Midfielder,17,0,0,0,0,10,3,0,1,5,https://assets.laliga.com/squad/2023/t185/p491430/512x512/p491430_t185_2023_1_002_000.png,"5' 6""",137 lbs,2000-05-16T07:00Z,Spain
José Callejón,Granada,LALIGA,Forward,9,0,1,0,0,6,3,1,0,13,https://assets.laliga.com/squad/2023/t5683/p51732/512x512/p51732_t5683_2023_1_002_000.jpg,"5' 10""",161 lbs,1987-02-11T08:00Z,Spain
Alex Suárez,Las Palmas,LALIGA,Defender,4,0,0,2,0,3,0,7,2,10,https://assets.laliga.com/squad/2023/t407/p487703/512x512/p487703_t407_2023_1_002_000.jpg,"5' 10""",159 lbs,1993-03-18T08:00Z,Spain
Fernando,Sevilla,LALIGA,Midfielder,20,0,0,0,0,0,0,0,0,6,https://assets.laliga.com/squad/2023/t179/p52538/512x512/p52538_t179_2023_1_002_000.jpg,"6' 0""",168 lbs,1987-07-25T07:00Z,Brazil
Álvaro García,Rayo Vallecano,LALIGA,Midfielder,18,4,1,5,0,16,6,0,5,16,https://assets.laliga.com/squad/2023/t184/p165682/512x512/p165682_t184_2023_1_002_000.jpg,"5' 6""",132 lbs,1992-10-27T08:00Z,Spain
Kiko Femenía,Villarreal,LALIGA,Defender,17,0,0,3,0,0,0,2,0,1,https://assets.laliga.com/squad/2023/t449/p54484/512x512/p54484_t449_2023_1_002_000.jpg,"5' 9""",132 lbs,1991-02-02T08:00Z,Spain
Víctor Díaz,Granada,LALIGA,Defender,16,0,0,1,0,0,0,0,0,8,https://assets.laliga.com/squad/2023/t5683/p55315/512x512/p55315_t5683_2023_1_002_000.jpg,"6' 0""",157 lbs,1988-06-12T07:00Z,Spain
Bernardo Espinosa,Girona,LALIGA,Defender,2,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t2893/p55317/512x512/p55317_t2893_2023_1_002_000.jpg,"6' 4""",185 lbs,1989-07-11T07:00Z,Colombia
Robert Lewandowski,Barcelona,LALIGA,Forward,9,7,3,3,0,31,14,1,4,9,https://assets.laliga.com/squad/2023/t178/p56764/512x512/p56764_t178_2023_1_002_000.jpg,"6' 1""",179 lbs,1988-08-21T07:00Z,Poland
Daley Blind,Girona,LALIGA,Defender,17,0,2,0,0,3,0,6,4,15,https://assets.laliga.com/squad/2023/t2893/p58877/512x512/p58877_t2893_2023_1_002_000.jpg,"5' 11""",159 lbs,1990-03-09T08:00Z,Netherlands
Alvaro Carrillo,Real Madrid,LALIGA,Defender,34,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t186/default/512x512/default_t186_2023_1_002_000.jpg,"6' 0""",159 lbs,2002-04-06T08:00Z,Spain
Edgar González,Almería,LALIGA,Defender,3,0,0,1,1,4,1,11,0,19,https://assets.laliga.com/squad/2023/t1564/p469402/512x512/p469402_t1564_2023_1_002_000.jpg,"6' 4""",172 lbs,1997-04-01T08:00Z,Spain
Eric García,Girona,LALIGA,Defender,25,1,0,2,0,8,2,6,1,13,https://assets.laliga.com/squad/2023/t2893/p432656/512x512/p432656_t2893_2023_1_002_000.jpg,"6' 0""",168 lbs,2001-01-09T08:00Z,Spain
Diego Méndez,Rayo Vallecano,LALIGA,Midfielder,29,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t184/p587592/512x512/p587592_t184_2023_1_002_000.jpg,"6' 0""",141 lbs,2003-08-29T07:00Z,Spain
Óscar de Marcos,Athletic Club,LALIGA,Defender,18,1,3,3,0,3,2,3,3,15,https://assets.laliga.com/squad/2023/t174/p59062/512x512/p59062_t174_2023_1_002_000.jpg,"6' 0""",170 lbs,1989-04-14T07:00Z,Spain
Alberto Perea,Granada,LALIGA,Forward,22,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t5683/p59339/512x512/p59339_t5683_2023_1_002_000.jpg,"5' 10""",161 lbs,1990-12-19T08:00Z,Spain
Erik Lamela,Sevilla,LALIGA,Midfielder,17,2,0,3,0,7,3,0,0,5,https://assets.laliga.com/squad/2023/t179/p62974/512x512/p62974_t179_2023_1_002_000.jpg,"5' 11""",172 lbs,1992-03-04T08:00Z,Argentina
Ilkay Gündogan,Barcelona,LALIGA,Midfielder,22,1,3,2,0,11,4,0,4,13,https://assets.laliga.com/squad/2023/t178/p59859/512x512/p59859_t178_2023_1_002_000.jpg,"5' 11""",174 lbs,1990-10-24T07:00Z,Germany
Ander Herrera,Athletic Club,LALIGA,Midfielder,21,0,0,2,0,3,1,1,0,4,https://assets.laliga.com/squad/2023/t174/p59846/512x512/p59846_t174_2023_1_002_000.jpg,"6' 0""",157 lbs,1989-08-14T07:00Z,Spain
Yuri Berchiche,Athletic Club,LALIGA,Defender,17,1,1,1,0,6,2,3,4,5,https://assets.laliga.com/squad/2023/t174/p42670/512x512/p42670_t174_2023_1_002_000.jpg,"5' 11""",172 lbs,1990-02-10T08:00Z,Spain
Joselu,Real Madrid,LALIGA,Forward,14,5,2,0,0,30,13,1,3,4,https://assets.laliga.com/squad/2023/t186/p61316/512x512/p61316_t186_2023_1_002_000.jpg,"6' 4""",174 lbs,1990-03-27T08:00Z,Spain
Enrique García,Alavés,LALIGA,Forward,15,2,0,1,0,28,10,3,0,6,https://assets.laliga.com/squad/2023/t173/p61597/512x512/p61597_t173_2023_1_002_000.jpg,"6' 1""",172 lbs,1989-11-25T08:00Z,Spain
Juanpe,Girona,LALIGA,Defender,15,0,0,2,0,0,0,3,0,3,https://assets.laliga.com/squad/2023/t2893/p63119/512x512/p63119_t2893_2023_1_002_000.jpg,"6' 3""",174 lbs,1991-04-30T07:00Z,Spain
Borja García,Girona,LALIGA,Midfielder,10,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t2893/p63904/512x512/p63904_t2893_2023_1_002_000.jpg,"5' 9""",159 lbs,1990-11-02T08:00Z,Spain
Luis Hernández,Cádiz,LALIGA,Defender,23,1,0,3,0,1,1,1,2,7,https://assets.laliga.com/squad/2023/t1737/p130025/512x512/p130025_t1737_2023_1_002_000.jpg,"6' 0""",163 lbs,1989-04-14T07:00Z,Spain
Nemanja Gudelj,Sevilla,LALIGA,Midfielder,6,1,0,5,0,15,3,3,1,15,https://assets.laliga.com/squad/2023/t179/p72154/512x512/p72154_t179_2023_1_002_000.png,"6' 2""",172 lbs,1991-11-16T08:00Z,Serbia
Germán Pezzella,Real Betis,LALIGA,Defender,6,0,0,3,0,9,2,8,5,10,https://assets.laliga.com/squad/2023/t185/p121220/512x512/p121220_t185_2023_1_002_000.jpg,"6' 2""",181 lbs,1991-06-27T07:00Z,Argentina
Iker Muniain,Athletic Club,LALIGA,Forward,10,0,0,1,0,8,3,0,0,9,https://assets.laliga.com/squad/2023/t174/p76012/512x512/p76012_t174_2023_1_002_000.jpg,"5' 7""",141 lbs,1992-12-19T08:00Z,Spain
Diego Mariño,Almería,LALIGA,Goalkeeper,1,0,0,0,0,0,0,2,0,2,https://assets.laliga.com/squad/2023/t1564/p76611/512x512/p76611_t1564_2023_1_002_000.jpg,"6' 2""",163 lbs,1990-05-09T07:00Z,Spain
Antoine Griezmann,Atletico Madrid,LALIGA,Forward,7,8,1,3,0,25,12,2,2,11,https://assets.laliga.com/squad/2023/t175/p76650/512x512/p76650_t175_2023_1_002_000.jpg,"5' 9""",161 lbs,1991-03-21T08:00Z,France
Marc-André ter Stegen,Barcelona,LALIGA,Goalkeeper,1,0,0,1,0,0,0,31,6,13,https://assets.laliga.com/squad/2023/t178/p77318/512x512/p77318_t178_2023_1_002_000.jpg,"6' 2""",185 lbs,1992-04-30T07:00Z,Germany
Florian Lejeune,Rayo Vallecano,LALIGA,Defender,24,0,1,4,0,23,2,8,6,17,https://assets.laliga.com/squad/2023/t184/p77359/512x512/p77359_t184_2023_1_002_000.jpg,"6' 2""",194 lbs,1991-05-20T07:00Z,France
Koke,Atletico Madrid,LALIGA,Midfielder,6,0,2,2,0,4,1,4,2,7,https://assets.laliga.com/squad/2023/t175/p77390/512x512/p77390_t175_2023_1_002_000.jpg,"5' 9""",170 lbs,1992-01-08T08:00Z,Spain
Oriol Romeu,Barcelona,LALIGA,Midfielder,18,0,1,2,0,9,2,3,0,8,https://assets.laliga.com/squad/2023/t178/p78056/512x512/p78056_t178_2023_1_002_000.jpg,"6' 0""",183 lbs,1991-09-24T07:00Z,Spain
Isco,Real Betis,LALIGA,Midfielder,22,2,2,4,0,31,10,0,3,14,https://assets.laliga.com/squad/2023/t185/p80209/512x512/p80209_t185_2023_1_002_000.jpg,"5' 9""",172 lbs,1992-04-21T07:00Z,Spain
Dani Rodríguez,Mallorca,LALIGA,Midfielder,14,1,1,4,0,16,3,3,2,17,https://assets.laliga.com/squad/2023/t181/p80906/512x512/p80906_t181_2023_1_002_000.jpg,"5' 10""",157 lbs,1988-06-06T07:00Z,Spain
Aitor Fernández,Osasuna,LALIGA,Goalkeeper,13,0,0,2,0,0,0,3,0,6,https://assets.laliga.com/squad/2023/t450/p80993/512x512/p80993_t450_2023_1_002_000.jpg,"6' 0""",172 lbs,1991-05-03T07:00Z,Spain
Marc Bartra,Real Betis,LALIGA,Defender,15,0,0,1,0,2,0,1,0,6,https://assets.laliga.com/squad/2023/t185/p81138/512x512/p81138_t185_2023_1_002_000.jpg,"6' 0""",152 lbs,1991-01-15T08:00Z,Spain
Juan Cruz,Real Betis,LALIGA,Midfielder,16,0,0,0,0,2,0,0,0,1,https://assets.laliga.com/squad/2023/t185/p451281/512x512/p451281_t185_2023_1_002_000.jpg,"5' 10""",159 lbs,2000-04-25T07:00Z,Spain
Marcos Alonso,Barcelona,LALIGA,Defender,17,0,0,0,0,3,2,0,0,4,https://assets.laliga.com/squad/2023/t178/p82263/512x512/p82263_t178_2023_1_002_000.jpg,"6' 2""",183 lbs,1990-12-28T08:00Z,Spain
Jan Oblak,Atletico Madrid,LALIGA,Goalkeeper,13,0,0,1,0,0,0,32,4,12,https://assets.laliga.com/squad/2023/t175/p81352/512x512/p81352_t175_2023_1_002_000.jpg,"6' 2""",192 lbs,1993-01-07T08:00Z,Slovenia
Bebé,Rayo Vallecano,LALIGA,Forward,10,2,0,1,0,9,4,0,0,0,https://assets.laliga.com/squad/2023/t184/p84374/512x512/p84374_t184_2023_1_002_000.jpg,"6' 3""",183 lbs,1990-07-12T07:00Z,Portugal
Sergi Roberto,Barcelona,LALIGA,Defender,20,1,0,0,0,1,1,1,0,3,https://assets.laliga.com/squad/2023/t178/p86157/512x512/p86157_t178_2023_1_002_000.jpg,"5' 10""",150 lbs,1992-02-07T08:00Z,Spain
Adrián Rodríguez,Alavés,LALIGA,Goalkeeper,33,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t173/p466131/512x512/p466131_t173_2023_1_002_000.jpg,"6' 5""",181 lbs,2000-12-12T08:00Z,Argentina
Aïssa Mandi,Villarreal,LALIGA,Defender,23,0,0,2,0,2,1,2,0,8,https://assets.laliga.com/squad/2023/t449/p86813/512x512/p86813_t449_2023_1_002_000.jpg,"6' 0""",172 lbs,1991-10-22T07:00Z,Algeria
Stefan Savic,Atletico Madrid,LALIGA,Defender,15,0,0,2,0,1,0,8,2,7,https://assets.laliga.com/squad/2023/t175/p65807/512x512/p65807_t175_2023_1_002_000.jpg,"6' 2""",179 lbs,1991-01-08T08:00Z,Montenegro
Jonathan Viera,Las Palmas,LALIGA,Midfielder,21,2,1,1,0,14,4,0,1,7,https://assets.laliga.com/squad/2023/t407/p86398/512x512/p86398_t407_2023_1_002_000.jpg,"5' 7""",146 lbs,1989-10-21T07:00Z,Spain
Darko Brasanac,Osasuna,LALIGA,Midfielder,8,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t450/p84700/512x512/p84700_t450_2023_1_002_000.jpg,"5' 10""",161 lbs,1992-02-12T08:00Z,Serbia
Matija Nastasic,Mallorca,LALIGA,Defender,2,0,0,3,0,0,0,6,2,13,https://assets.laliga.com/squad/2023/t181/p84702/512x512/p84702_t181_2023_1_002_000.jpg,"6' 2""",183 lbs,1993-03-28T08:00Z,Serbia
Juan Carlos,Girona,LALIGA,Goalkeeper,1,0,0,0,0,0,0,0,0,0,https://assets.laliga.com/squad/2023/t2893/p88279/512x512/p88279_t2893_2023_1_002_000.jpg,"6' 1""",185 lbs,1988-01-20T08:00Z,Spain
Portu,Girona,LALIGA,Forward,24,1,1,1,0,5,3,0,0,5,https://assets.laliga.com/squad/2023/t2893/p88550/512x512/p88550_t2893_2023_1_002_000.jpg,"5' 6""",146 lbs,1992-05-21T07:00Z,Spain
Ignasi Miquel,Granada,LALIGA,Defender,14,0,1,3,0,10,2,7,0,29,https://assets.laliga.com/squad/2023/t5683/p90801/512x512/p90801_t5683_2023_1_002_000.jpg,"6' 2""",181 lbs,1992-09-28T07:00Z,Spain
Álex Fernández,Cádiz,LALIGA,Midfielder,8,0,0,0,0,0,0,0,0,4,https://assets.laliga.com/squad/2023/t1737/p88479/512x512/p88479_t1737_2023_1_002_000.jpg,"6' 0""",159 lbs,1992-10-15T07:00Z,Spain
Álvaro Morata,Atletico Madrid,LALIGA,Forward,19,7,1,2,1,29,13,0,2,8,https://assets.laliga.com/squad/2023/t175/p88482/512x512/p88482_t175_2023_1_002_000.jpg,"6' 3""",183 lbs,1992-10-23T07:00Z,Spain
Juan Cruz,Osasuna,LALIGA,Defender,3,0,1,1,0,0,0,2,2,12,https://assets.laliga.com/squad/2023/t450/p93203/512x512/p93203_t450_2023_1_002_000.jpg,"5' 11""",172 lbs,1992-07-28T07:00Z,Spain
Abdón Prats,Mallorca,LALIGA,Forward,9,4,1,0,0,7,5,0,0,5,https://assets.laliga.com/squad/2023/t181/p92187/512x512/p92187_t181_2023_1_002_000.jpg,"5' 11""",179 lbs,1992-12-07T08:00Z,Spain
Gerard Moreno,Villarreal,LALIGA,Forward,7,8,1,0,0,27,11,2,0,18,https://assets.laliga.com/squad/2023/t449/p93721/512x512/p93721_t449_2023_1_002_000.jpg,"5' 11""",170 lbs,1992-04-07T07:00Z,Spain
William Carvalho,Real Betis,LALIGA,Midfielder,14,0,1,0,0,1,0,0,0,0,https://assets.laliga.com/squad/2023/t185/p96122/512x512/p96122_t185_2023_1_002_000.jpg,"6' 2""",183 lbs,1992-04-07T07:00Z,Portugal
Marcos Acuña,Sevilla,LALIGA,Defender,19,0,0,2,0,4,1,1,0,10,https://assets.laliga.com/squad/2023/t179/p169813/512x512/p169813_t179_2023_1_002_000.jpg,"5' 8""",150 lbs,1991-10-28T08:00Z,Argentina
Iñigo Ruiz de Galarreta,Athletic Club,LALIGA,Midfielder,16,1,0,4,0,7,1,1,4,9,https://assets.laliga.com/squad/2023/t174/p96736/512x512/p96736_t174_2023_1_002_000.jpg,"5' 9""",150 lbs,1993-08-06T07:00Z,Spain
Nacho,Real Madrid,LALIGA,Defender,6,0,0,1,1,3,1,5,2,1,https://assets.laliga.com/squad/2023/t186/p88477/512x512/p88477_t186_2023_1_002_000.jpg,"5' 11""",168 lbs,1990-01-18T08:00Z,Spain
Dimitri Foulquier,Valencia,LALIGA,Defender,20,0,0,1,0,2,0,0,1,4,https://assets.laliga.com/squad/2023/t191/p96767/512x512/p96767_t191_2023_1_002_000.jpg,"6' 0""",159 lbs,1993-03-23T08:00Z,Guadeloupe
Iván Balliu,Rayo Vallecano,LALIGA,Defender,20,0,0,1,0,1,1,6,5,15,https://assets.laliga.com/squad/2023/t184/p97624/512x512/p97624_t184_2023_1_002_000.jpg,"5' 8""",139 lbs,1992-01-01T08:00Z,Albania
Manu Trigueros,Villarreal,LALIGA,Midfielder,14,0,0,0,0,3,1,0,0,2,https://assets.laliga.com/squad/2023/t449/p98961/512x512/p98961_t449_2023_1_002_000.jpg,"5' 10""",163 lbs,1991-10-17T07:00Z,Spain
Memphis Depay,Atletico Madrid,LALIGA,Forward,9,2,0,0,0,7,3,0,0,1,https://assets.laliga.com/squad/2023/t175/p106824/512x512/p106824_t175_2023_1_002_000.jpg,"5' 10""",172 lbs,1994-02-13T08:00Z,Netherlands
Lucas Ocampos,Sevilla,LALIGA,Midfielder,5,1,1,4,0,28,9,0,3,13,https://assets.laliga.com/squad/2023/t179/p121117/512x512/p121117_t179_2023_1_002_000.jpg,"6' 2""",183 lbs,1994-07-11T07:00Z,Argentina
David López,Girona,LALIGA,Defender,5,2,0,3,0,8,4,9,3,12,https://assets.laliga.com/squad/2023/t2893/p11129/512x512/p11129_t2893_2023_1_002_000.jpg,"6' 0""",179 lbs,1989-10-09T07:00Z,Spain
Fernando Martínez,Almería,LALIGA,Goalkeeper,13,0,0,0,0,0,0,4,0,7,https://assets.laliga.com/squad/2023/t1564/p100058/512x512/p100058_t1564_2023_1_002_000.jpg,"6' 1""",185 lbs,1990-06-10T07:00Z,Spain
Amath Ndiaye,Mallorca,LALIGA,Forward,23,0,0,1,0,9,2,0,0,3,https://assets.laliga.com/squad/2023/t181/p225463/512x512/p225463_t181_2023_1_002_000.jpg,"5' 8""",152 lbs,1996-07-16T07:00Z,Senegal
Denis Suárez,Villarreal,LALIGA,Midfielder,22,0,0,0,0,1,0,2,0,5,https://assets.laliga.com/squad/2023/t449/p89572/512x512/p89572_t449_2023_1_002_000.jpg,"5' 9""",150 lbs,1994-01-06T08:00Z,Spain
Paulo Gazzaniga,Girona,LALIGA,Goalkeeper,13,0,0,2,0,0,0,40,4,16,https://assets.laliga.com/squad/2023/t2893/p102884/512x512/p102884_t2893_2023_1_002_000.jpg,"6' 5""",196 lbs,1992-01-02T08:00Z,Argentina
Suso,Sevilla,LALIGA,Midfielder,7,1,1,2,0,19,6,0,0,14,https://assets.laliga.com/squad/2023/t179/p103953/512x512/p103953_t179_2023_1_002_000.jpg,"5' 10""",152 lbs,1993-11-19T08:00Z,Spain
Nahuel Molina,Atletico Madrid,LALIGA,Defender,16,2,1,0,0,5,3,0,2,8,https://assets.laliga.com/squad/2023/t175/p221586/512x512/p221586_t175_2023_1_002_000.jpg,"5' 9""",152 lbs,1998-04-06T07:00Z,Argentina
