player_id,player_name,team_id,position_id,jersey_number,goals,assists,yellow_cards,red_cards,shots,shots_on_goal,saves,clean_sheets,goals_against,photo_url,height_(ft),weight_(lbs),birthdate,nationality_id
pl38,Emily Sonnett,tm7,pos3,2,0,1,4,0,9,2,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Emily_Sonnett_001.jpeg,5.58,137,1993-11-25 00:00:00,nat1
pl99,Alana Cook,tm7,pos3,4,0,1,2,1,3,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Alana_Cook_001.jpeg,5.75,150,1997-04-11 00:00:00,nat1
pl101,Lauren Barnes,tm7,pos3,3,0,1,1,0,2,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Lauren_Barnes_001.jpeg,5.42,-1,1989-05-31 00:00:00,nat1
pl127,Phoebe McClernon,tm7,pos3,21,0,0,2,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Phoebe_McClernon_001.jpeg,5.58,-1,1997-12-13 00:00:00,nat1
pl155,Alyssa Malonson,tm7,pos3,20,0,0,0,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Alyssa_Malonson_001.jpeg,5.25,-1,1999-04-09 00:00:00,nat1
pl158,Ryanne Brown,tm7,pos3,22,0,0,0,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Ryanne_Brown_001.jpeg,5.67,-1,1999-01-21 00:00:00,nat1
pl188,Sofia Huerta,tm7,pos3,11,1,2,2,0,9,5,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Sofia_Huerta_001.jpeg,5.67,139,1992-12-14 00:00:00,nat1
pl198,Shae Holmes,tm7,pos3,25,0,0,0,0,1,0,0,0,0,N/A,0.0,-1,2000-03-08 00:00:00,nat1
pl279,Samantha Hiatt,tm7,pos3,17,0,0,2,0,4,1,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\24/Sam_Hiatt_001.jpeg,5.83,-1,1998-01-06 00:00:00,nat1
pl14,Ali Krieger,tm8,pos3,11,0,0,1,0,3,1,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Ali_Krieger_001.jpeg,5.5,130,1984-07-28 00:00:00,nat1
pl19,Kelley O'Hara,tm8,pos3,5,0,0,2,0,10,2,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Kelley_OHara_001.jpeg,5.42,128,1988-08-04 00:00:00,nat1
pl47,Imani Dorsey,tm8,pos3,2,0,0,0,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Imani_Dorsey_001.jpeg,5.58,-1,1996-03-21 00:00:00,nat1
pl50,Taylor Smith,tm8,pos3,20,1,1,1,0,11,2,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Taylor_Smith_001.jpeg,5.25,-1,1993-12-01 00:00:00,nat1
pl86,Ellie Jean,tm8,pos3,21,0,0,1,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Ellie_Jean_001.jpeg,5.58,-1,1997-01-31 00:00:00,nat1
pl108,Nealy Martin,tm8,pos3,14,0,1,1,0,2,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Nealy_Martin_001.jpeg,5.58,-1,1998-04-22 00:00:00,nat1
pl122,Mandy Freeman,tm8,pos3,22,0,0,1,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2022\4\28/Mandy_Freeman.png,5.67,-1,1995-03-23 00:00:00,nat1
pl135,Kristen Edmonds,tm8,pos3,12,0,0,0,0,4,1,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\23/Kristen_Edmonds_001.jpeg,5.42,-1,1987-05-22 00:00:00,nat1
pl80,Sam Staab,tm9,pos3,3,1,1,4,0,11,3,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\20/Sam_Staab_002.jpeg,5.58,-1,1997-03-28 00:00:00,nat1
pl120,Camryn Biegalski,tm9,pos3,30,0,0,0,0,1,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\17/Camryn_Biegalski_002.jpeg,5.75,-1,1998-08-11 00:00:00,nat1
pl253,Amber Brooks,tm9,pos3,22,0,0,1,0,4,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\17/Amber_Brooks_002.jpeg,5.5,-1,1991-01-23 00:00:00,nat1
pl40,Megan Reid,tm10,pos3,6,0,0,0,0,4,1,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Megan_Reid_001.jpeg,5.67,-1,1996-07-08 00:00:00,nat1
pl51,Paige Nielsen,tm10,pos3,14,1,0,3,0,15,3,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Paige_Nielsen_001.jpeg,5.42,-1,1993-10-14 00:00:00,nat1
pl111,M.A. Vignola,tm10,pos3,16,2,0,2,0,23,9,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Mary_Alice_Vignola_001.jpeg,5.5,-1,1998-02-11 00:00:00,nat1
pl156,Madison Hammond,tm10,pos3,99,1,1,2,0,11,2,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Madison_Hammond_001.jpeg,5.75,-1,1997-11-15 00:00:00,nat1
pl249,Sarah Gorden,tm10,pos3,11,0,0,1,0,5,2,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Sarah_Gorden_001.jpeg,5.33,-1,1992-09-13 00:00:00,nat1
pl291,Kelsey Hill,tm10,pos3,36,0,0,0,0,0,0,0,0,0,N/A,0.0,-1,1111-11-11,nat1
pl33,Arin Wright,tm11,pos3,3,1,0,1,0,11,4,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Arin_Wright_001.jpeg,5.58,130,1992-12-25 00:00:00,nat1
pl88,Kayla Sharples,tm11,pos3,28,1,0,1,0,4,2,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Kayla_Sharples_001.jpeg,5.92,-1,1997-06-17 00:00:00,nat1
pl110,Tatumn Milazzo,tm11,pos3,23,1,1,3,0,4,1,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Tatumn_Milazzo_002.jpeg,5.25,-1,1998-04-17 00:00:00,nat1
pl118,Tierna Davidson,tm11,pos3,12,0,0,1,0,1,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Tierna_Davidson_001.jpeg,5.83,-1,1998-09-19 00:00:00,nat1
pl126,Amanda Kowalski,tm11,pos3,31,0,0,0,0,0,0,0,0,0,https://d2nkt8hgeld8zj.cloudfront.net\images\2023\3\28/Amanda_Kowalski_001.jpeg,5.75,-1,1998-01-09 00:00:00,nat1
